,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
688,-117.05,33.26,14.0,3103.0,569.0,1704.0,539.0,3.7644,264700.0
689,-117.05,33.14,16.0,4552.0,1166.0,2737.0,1051.0,2.25,136300.0
692,-117.05,33.13,17.0,2385.0,372.0,1118.0,369.0,4.2813,169900.0
693,-117.05,33.11,18.0,4393.0,642.0,2095.0,677.0,5.4786,223500.0
694,-117.05,33.05,6.0,7916.0,1293.0,2741.0,1204.0,5.6436,278600.0
695,-117.05,33.04,12.0,1840.0,254.0,580.0,234.0,6.7769,400000.0
696,-117.05,33.02,18.0,917.0,121.0,388.0,131.0,6.3517,260100.0
697,-117.05,33.01,19.0,3558.0,588.0,1439.0,578.0,4.625,211100.0
698,-117.05,33.01,17.0,3430.0,425.0,1468.0,433.0,10.6186,429300.0
699,-117.05,32.97,17.0,9911.0,1436.0,4763.0,1414.0,5.5882,194300.0
700,-117.05,32.96,18.0,3593.0,661.0,1992.0,626.0,4.8295,165800.0
701,-117.05,32.95,17.0,4814.0,1091.0,3013.0,1078.0,3.2369,167800.0
702,-117.05,32.95,17.0,3039.0,555.0,1297.0,552.0,3.9531,178600.0
703,-117.05,32.82,16.0,4046.0,731.0,1684.0,701.0,4.2312,197000.0
704,-117.05,32.81,17.0,1885.0,292.0,771.0,301.0,5.6402,228600.0
707,-117.05,32.8,17.0,1475.0,308.0,549.0,293.0,3.7167,180400.0
708,-117.05,32.8,16.0,1561.0,378.0,574.0,350.0,3.0035,94600.0
721,-117.05,32.69,8.0,831.0,158.0,740.0,154.0,5.3908,165500.0
723,-117.05,32.69,14.0,1689.0,555.0,1319.0,527.0,3.16,143800.0
725,-117.05,32.68,19.0,1469.0,275.0,1010.0,292.0,3.5664,150400.0
726,-117.05,32.68,15.0,1828.0,359.0,955.0,248.0,3.2174,165100.0
728,-117.05,32.67,16.0,2168.0,343.0,1589.0,338.0,5.4863,153800.0
734,-117.05,32.59,16.0,4683.0,929.0,3073.0,865.0,3.0495,98300.0
738,-117.05,32.56,18.0,1215.0,320.0,1195.0,349.0,1.9875,114900.0
739,-117.05,32.56,17.0,985.0,233.0,811.0,223.0,2.875,134500.0
745,-117.06,33.78,17.0,2813.0,565.0,1345.0,488.0,2.5847,145300.0
746,-117.06,33.17,4.0,5465.0,974.0,2844.0,950.0,4.4477,174800.0
748,-117.06,33.13,12.0,8742.0,2114.0,4854.0,1957.0,2.8015,143500.0
749,-117.06,33.09,11.0,7483.0,1276.0,3516.0,1261.0,4.0484,262500.0
750,-117.06,33.04,17.0,1785.0,255.0,667.0,277.0,5.7382,278000.0
753,-117.06,33.02,17.0,2635.0,389.0,994.0,359.0,5.8966,261500.0
754,-117.06,33.01,9.0,2470.0,417.0,904.0,427.0,4.4219,209200.0
755,-117.06,32.99,16.0,1306.0,196.0,713.0,222.0,6.2683,180700.0
756,-117.06,32.97,17.0,4754.0,877.0,2412.0,832.0,4.3548,192300.0
757,-117.06,32.81,17.0,3939.0,550.0,1694.0,553.0,6.7927,234700.0
758,-117.06,32.8,17.0,2247.0,340.0,973.0,318.0,5.5,222000.0
760,-117.06,32.79,17.0,2524.0,332.0,771.0,317.0,8.7604,331800.0
762,-117.06,32.77,18.0,2269.0,682.0,1329.0,581.0,1.7951,161800.0
770,-117.06,32.71,11.0,2397.0,523.0,1566.0,514.0,3.8687,145200.0
771,-117.06,32.69,9.0,521.0,111.0,491.0,110.0,5.1305,158900.0
772,-117.06,32.69,9.0,1520.0,269.0,1250.0,265.0,4.8875,157700.0
773,-117.06,32.69,13.0,705.0,149.0,718.0,155.0,4.4375,154900.0
787,-117.06,32.58,17.0,2724.0,567.0,2213.0,554.0,3.8529,147700.0
788,-117.06,32.58,13.0,3435.0,708.0,1761.0,699.0,3.4792,107600.0
789,-117.06,32.58,11.0,2879.0,679.0,2098.0,673.0,3.5125,142400.0
791,-117.06,32.57,18.0,1384.0,311.0,1429.0,287.0,1.3362,95000.0
792,-117.06,32.57,17.0,2252.0,378.0,1776.0,365.0,4.6364,141100.0
793,-117.06,32.57,16.0,1269.0,282.0,1609.0,298.0,2.6985,156500.0
794,-117.06,32.56,5.0,2706.0,925.0,3148.0,855.0,1.7301,125000.0
795,-117.06,32.56,17.0,2803.0,683.0,2768.0,676.0,1.7958,140400.0
796,-117.06,32.55,5.0,3223.0,940.0,3284.0,854.0,1.4384,108800.0
798,-117.07,33.72,16.0,4928.0,960.0,2132.0,853.0,2.7983,112500.0
799,-117.07,33.15,17.0,1893.0,297.0,936.0,287.0,5.1842,157700.0
800,-117.07,33.15,15.0,2994.0,522.0,1231.0,503.0,3.2024,180400.0
801,-117.07,33.14,16.0,2546.0,429.0,1683.0,408.0,4.7426,160600.0
803,-117.07,33.13,17.0,6817.0,1632.0,4526.0,1474.0,2.6152,135300.0
806,-117.07,33.12,12.0,2453.0,599.0,1251.0,529.0,2.4122,127000.0
808,-117.07,33.11,17.0,5565.0,1237.0,3004.0,1139.0,3.0054,142300.0
809,-117.07,33.07,8.0,2756.0,343.0,1045.0,340.0,8.5957,444100.0
810,-117.07,33.04,4.0,2271.0,578.0,926.0,391.0,3.6437,210100.0
811,-117.07,33.03,15.0,1095.0,158.0,361.0,176.0,6.8099,328200.0
812,-117.07,33.03,14.0,6665.0,1231.0,2026.0,1001.0,5.09,268500.0
813,-117.07,33.02,17.0,2863.0,665.0,715.0,467.0,2.6048,148200.0
814,-117.07,33.01,5.0,5870.0,977.0,1917.0,842.0,5.1998,294100.0
816,-117.07,33.0,4.0,9153.0,1866.0,3775.0,1698.0,4.955,241500.0
817,-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,4.25,281600.0
818,-117.07,32.91,5.0,2234.0,256.0,894.0,253.0,10.3354,477600.0
828,-117.07,32.76,14.0,2523.0,545.0,1297.0,525.0,2.3886,138100.0
829,-117.07,32.75,9.0,3464.0,749.0,1687.0,645.0,3.3026,119100.0
832,-117.07,32.75,14.0,3073.0,851.0,2000.0,782.0,2.3824,144700.0
834,-117.07,32.73,18.0,2968.0,656.0,1149.0,581.0,2.6452,154200.0
835,-117.07,32.72,18.0,1758.0,286.0,987.0,277.0,4.6875,141800.0
839,-117.07,32.7,14.0,2763.0,456.0,1914.0,465.0,4.1645,143000.0
843,-117.07,32.68,18.0,1475.0,267.0,1149.0,268.0,5.0827,142200.0
846,-117.07,32.65,12.0,4131.0,891.0,2272.0,840.0,3.4701,204900.0
853,-117.07,32.62,19.0,5016.0,1173.0,2750.0,1081.0,2.7838,155900.0
855,-117.07,32.61,10.0,1686.0,414.0,1000.0,391.0,2.1765,128400.0
858,-117.07,32.57,17.0,2961.0,634.0,1911.0,615.0,2.5859,131400.0
859,-117.07,32.57,14.0,1527.0,357.0,1224.0,363.0,2.7361,93600.0
860,-117.07,32.56,9.0,3648.0,895.0,3293.0,840.0,3.0992,142600.0
865,-117.08,33.82,6.0,1771.0,293.0,935.0,279.0,4.065,148200.0
866,-117.08,33.23,14.0,3337.0,571.0,1385.0,512.0,4.15,272200.0
867,-117.08,33.14,19.0,2629.0,494.0,1444.0,503.0,3.5462,156800.0
868,-117.08,33.14,15.0,1497.0,250.0,827.0,239.0,4.3846,154200.0
869,-117.08,33.14,11.0,1430.0,292.0,921.0,294.0,4.2357,160900.0
870,-117.08,33.13,17.0,8466.0,2628.0,7014.0,2267.0,2.1437,113700.0
878,-117.08,33.04,10.0,2577.0,347.0,1193.0,365.0,6.53,264100.0
879,-117.08,33.03,18.0,1339.0,284.0,761.0,290.0,5.3074,137200.0
880,-117.08,33.03,17.0,987.0,142.0,463.0,152.0,5.8747,229300.0
881,-117.08,33.03,15.0,3023.0,623.0,1283.0,559.0,3.3724,137900.0
882,-117.08,33.03,10.0,2296.0,450.0,818.0,405.0,4.3424,160600.0
883,-117.08,33.01,5.0,5659.0,931.0,2565.0,902.0,6.1949,238700.0
884,-117.08,32.97,3.0,17466.0,3336.0,7644.0,2895.0,5.4584,246500.0
885,-117.08,32.93,5.0,14944.0,2490.0,6600.0,2407.0,6.0857,308300.0
886,-117.08,32.91,9.0,1547.0,218.0,683.0,231.0,7.5604,327900.0
887,-117.08,32.91,16.0,1653.0,228.0,690.0,224.0,6.5853,248400.0
888,-117.08,32.83,7.0,13703.0,2352.0,4446.0,1856.0,6.4335,260600.0
889,-117.08,32.82,10.0,5177.0,856.0,2190.0,816.0,5.9734,271700.0
896,-117.08,32.76,18.0,1704.0,596.0,1639.0,548.0,1.7391,125000.0
898,-117.08,32.75,16.0,1111.0,328.0,930.0,303.0,1.2347,128100.0
899,-117.08,32.75,15.0,1821.0,516.0,1385.0,439.0,2.5101,95300.0
904,-117.08,32.73,19.0,2935.0,763.0,1953.0,720.0,1.4254,111300.0
911,-117.08,32.68,19.0,3635.0,1078.0,3127.0,1098.0,1.324,122600.0
915,-117.08,32.65,17.0,2633.0,712.0,1487.0,694.0,2.5392,147000.0
917,-117.08,32.64,11.0,1651.0,533.0,947.0,515.0,1.6806,141700.0
923,-117.08,32.62,16.0,5192.0,1381.0,3261.0,1321.0,2.2685,151900.0
926,-117.08,32.59,8.0,2888.0,662.0,2441.0,683.0,2.7048,153000.0
929,-117.08,32.57,9.0,6298.0,1512.0,4451.0,1456.0,2.569,88300.0
930,-117.09,34.22,16.0,1347.0,327.0,271.0,91.0,4.0,87500.0
932,-117.09,33.71,13.0,1974.0,426.0,1276.0,408.0,1.972,90500.0
933,-117.09,33.15,13.0,3958.0,865.0,1981.0,840.0,3.4764,137500.0
934,-117.09,33.13,9.0,5685.0,1442.0,3773.0,1250.0,3.0426,129900.0
935,-117.09,33.12,11.0,567.0,184.0,620.0,163.0,2.5284,122500.0
938,-117.09,32.99,18.0,3215.0,588.0,1618.0,509.0,4.6028,216800.0
939,-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,5.1909,201400.0
941,-117.09,32.91,9.0,2012.0,316.0,802.0,289.0,6.5706,255700.0
942,-117.09,32.91,16.0,2005.0,266.0,827.0,270.0,7.0546,282200.0
943,-117.09,32.9,16.0,1989.0,290.0,814.0,291.0,6.2715,255100.0
944,-117.09,32.83,15.0,4138.0,636.0,2001.0,677.0,4.8419,264000.0
945,-117.09,32.81,7.0,6100.0,1185.0,2710.0,1040.0,5.5673,288200.0
947,-117.09,32.8,15.0,666.0,152.0,247.0,164.0,2.15,131300.0
958,-117.09,32.76,10.0,1922.0,577.0,1595.0,545.0,1.5208,118800.0
968,-117.09,32.71,12.0,3375.0,945.0,2357.0,808.0,1.5,106300.0
971,-117.09,32.69,18.0,1645.0,430.0,1221.0,410.0,1.3269,108000.0
991,-117.09,32.58,12.0,2565.0,567.0,1785.0,545.0,3.0273,135300.0
993,-117.09,32.57,17.0,444.0,83.0,357.0,87.0,5.1478,138900.0
994,-117.09,32.57,10.0,2198.0,368.0,1645.0,350.0,4.5547,160700.0
995,-117.09,32.55,8.0,6533.0,1217.0,4797.0,1177.0,3.9583,144400.0
996,-117.1,34.57,6.0,5110.0,1044.0,1938.0,724.0,3.1917,112800.0
999,-117.1,33.56,6.0,1868.0,289.0,750.0,247.0,4.3833,307600.0
1000,-117.1,33.36,19.0,3518.0,658.0,2091.0,610.0,3.2614,168800.0
1001,-117.1,33.17,12.0,2465.0,412.0,1226.0,428.0,5.4819,183800.0
1002,-117.1,33.15,5.0,3159.0,685.0,1398.0,581.0,3.1467,161100.0
1003,-117.1,33.14,7.0,10665.0,2576.0,4917.0,2424.0,2.3171,159500.0
1004,-117.1,33.12,12.0,961.0,342.0,315.0,201.0,0.813,275000.0
1005,-117.1,33.0,5.0,15502.0,2613.0,7417.0,2358.0,5.9094,261100.0
1006,-117.1,32.97,17.0,3167.0,861.0,2098.0,828.0,2.4459,85800.0
1007,-117.1,32.96,7.0,3619.0,770.0,1134.0,482.0,4.1279,167600.0
1008,-117.1,32.9,16.0,2994.0,445.0,1047.0,437.0,5.149,184300.0
1009,-117.1,32.83,16.0,4214.0,744.0,1820.0,699.0,4.3783,179500.0
1017,-117.1,32.75,16.0,2426.0,799.0,1505.0,754.0,1.6444,103400.0
1018,-117.1,32.75,15.0,2422.0,774.0,2120.0,715.0,1.0617,92400.0
1019,-117.1,32.75,11.0,1976.0,548.0,1528.0,512.0,1.4886,89800.0
1021,-117.1,32.74,14.0,2361.0,601.0,1831.0,526.0,1.6102,93400.0
1023,-117.1,32.72,5.0,1615.0,387.0,1094.0,394.0,2.2024,137200.0
1024,-117.1,32.71,9.0,1931.0,472.0,1628.0,445.0,2.085,92600.0
1031,-117.1,32.69,11.0,3071.0,911.0,2812.0,774.0,1.2413,83100.0
1038,-117.1,32.67,15.0,1635.0,553.0,1347.0,597.0,1.2745,92900.0
1045,-117.1,32.58,17.0,2046.0,559.0,1585.0,530.0,2.25,132800.0
1047,-117.1,32.57,14.0,5058.0,1299.0,3662.0,1193.0,2.3253,133700.0
1048,-117.1,32.56,16.0,2687.0,501.0,1502.0,480.0,3.75,146800.0
1049,-117.11,34.43,14.0,3026.0,556.0,1349.0,485.0,2.8021,111200.0
1051,-117.11,33.83,14.0,2715.0,500.0,1540.0,464.0,3.8036,139600.0
1052,-117.11,33.78,13.0,1914.0,339.0,930.0,304.0,4.1875,161200.0
1053,-117.11,33.75,17.0,4174.0,851.0,1845.0,780.0,2.2618,96100.0
1054,-117.11,33.74,18.0,4799.0,1035.0,1966.0,944.0,2.1182,71300.0
1055,-117.11,33.23,13.0,5819.0,919.0,2228.0,866.0,4.9335,298100.0
1056,-117.11,33.19,15.0,3154.0,488.0,1656.0,429.0,5.0461,222400.0
1057,-117.11,33.15,14.0,8374.0,1407.0,2916.0,1295.0,4.7019,191100.0
1058,-117.11,33.14,10.0,3208.0,636.0,1395.0,582.0,3.4455,190500.0
1060,-117.11,33.11,17.0,2641.0,627.0,1167.0,647.0,2.2875,132400.0
1061,-117.11,32.97,9.0,1531.0,242.0,850.0,240.0,6.0862,263600.0
1062,-117.11,32.95,11.0,4694.0,824.0,2223.0,783.0,4.9485,231800.0
1063,-117.11,32.91,15.0,1840.0,235.0,855.0,241.0,7.5992,310600.0
1064,-117.11,32.9,16.0,2043.0,388.0,705.0,352.0,4.4766,161500.0
1065,-117.11,32.84,16.0,4608.0,629.0,2020.0,636.0,6.04,243000.0
1066,-117.11,32.82,16.0,4241.0,892.0,1771.0,864.0,4.375,166500.0
1067,-117.11,32.82,16.0,3980.0,682.0,3174.0,647.0,2.6607,175000.0
1070,-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,96900.0
1071,-117.11,32.79,16.0,1791.0,518.0,1006.0,491.0,3.5179,129300.0
1072,-117.11,32.78,16.0,2470.0,830.0,1170.0,724.0,3.5562,73500.0
1073,-117.11,32.78,16.0,2220.0,512.0,930.0,527.0,3.6528,133200.0
1081,-117.11,32.76,19.0,2188.0,616.0,1304.0,607.0,2.0852,114400.0
1086,-117.11,32.75,11.0,1607.0,478.0,1384.0,450.0,2.05,100000.0
1109,-117.11,32.59,18.0,2329.0,580.0,1538.0,567.0,2.1179,153100.0
1110,-117.11,32.59,17.0,2020.0,534.0,1529.0,500.0,2.1773,143200.0
1113,-117.12,34.46,17.0,1613.0,326.0,765.0,300.0,2.6827,110400.0
1116,-117.12,33.52,4.0,30401.0,4957.0,13251.0,4339.0,4.5841,212300.0
1117,-117.12,33.27,11.0,3016.0,601.0,1727.0,541.0,4.9375,232800.0
1118,-117.12,33.15,7.0,2810.0,464.0,1564.0,457.0,4.4655,182800.0
1119,-117.12,33.14,16.0,1710.0,272.0,1025.0,267.0,4.1641,163600.0
1120,-117.12,33.14,12.0,2363.0,408.0,1211.0,396.0,3.8967,172600.0
1122,-117.12,32.96,16.0,3050.0,559.0,1444.0,512.0,5.2463,156300.0
1123,-117.12,32.96,15.0,2869.0,405.0,1526.0,402.0,6.0175,238300.0
1124,-117.12,32.95,8.0,3670.0,536.0,1723.0,592.0,6.3542,218100.0
1125,-117.12,32.95,4.0,9018.0,1572.0,4438.0,1498.0,4.988,263700.0
1126,-117.12,32.93,7.0,1427.0,243.0,927.0,239.0,5.3625,218900.0
1127,-117.12,32.91,8.0,3405.0,961.0,1742.0,918.0,2.8728,114600.0
1128,-117.12,32.9,14.0,3249.0,937.0,1929.0,838.0,2.8588,92500.0
1129,-117.12,32.9,13.0,1743.0,363.0,854.0,353.0,4.6667,138200.0
1132,-117.12,32.78,4.0,2782.0,817.0,1309.0,787.0,4.2621,124200.0
1140,-117.12,32.76,17.0,1559.0,462.0,821.0,428.0,2.0139,150000.0
1143,-117.12,32.75,17.0,2060.0,633.0,1251.0,602.0,1.9886,119200.0
1144,-117.12,32.75,15.0,2671.0,724.0,1800.0,646.0,2.1394,106700.0
1145,-117.12,32.75,13.0,2795.0,773.0,1869.0,690.0,2.1767,101800.0
1155,-117.12,32.7,14.0,819.0,237.0,827.0,237.0,1.3194,90500.0
1164,-117.13,34.24,17.0,2828.0,506.0,673.0,274.0,5.2563,144100.0
1165,-117.13,34.17,17.0,1181.0,271.0,248.0,114.0,5.5762,150000.0
1166,-117.13,34.06,4.0,3078.0,510.0,1341.0,486.0,4.9688,163200.0
1167,-117.13,33.89,4.0,1611.0,239.0,275.0,84.0,3.5781,244400.0
1168,-117.13,33.15,15.0,2241.0,381.0,997.0,390.0,3.4833,193200.0
1169,-117.13,33.14,5.0,2618.0,539.0,1320.0,512.0,4.1053,171400.0
1170,-117.13,33.14,16.0,1649.0,278.0,993.0,277.0,4.8526,170700.0
1171,-117.13,33.14,12.0,2258.0,456.0,1147.0,433.0,4.0495,153900.0
1172,-117.13,33.13,17.0,3164.0,652.0,1123.0,699.0,2.082,80000.0
1173,-117.13,32.97,10.0,3486.0,469.0,1700.0,483.0,6.4696,249500.0
1174,-117.13,32.96,15.0,2267.0,292.0,1180.0,289.0,6.712,240200.0
1175,-117.13,32.94,15.0,4846.0,825.0,2797.0,823.0,4.9375,180400.0
1176,-117.13,32.93,16.0,2918.0,444.0,1697.0,444.0,5.3062,195500.0
1177,-117.13,32.92,17.0,1481.0,315.0,1002.0,300.0,3.6196,163400.0
1178,-117.13,32.92,16.0,2173.0,399.0,1460.0,393.0,4.2614,169600.0
1179,-117.13,32.92,16.0,1580.0,241.0,917.0,261.0,4.7266,191100.0
1180,-117.13,32.92,16.0,1565.0,257.0,893.0,239.0,5.5036,192300.0
1181,-117.13,32.91,16.0,3230.0,579.0,1825.0,576.0,4.2969,151200.0
1182,-117.13,32.91,15.0,1450.0,266.0,747.0,290.0,3.6111,196300.0
1183,-117.13,32.9,15.0,2785.0,644.0,1798.0,630.0,3.7156,175200.0
1185,-117.13,32.81,19.0,2157.0,554.0,1349.0,535.0,2.7652,177400.0
1188,-117.13,32.8,15.0,1606.0,375.0,784.0,342.0,3.7237,108300.0
1209,-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0
1213,-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0
1214,-117.13,32.72,17.0,1285.0,423.0,1208.0,409.0,1.758,126600.0
1224,-117.13,32.63,10.0,7374.0,1157.0,1900.0,794.0,8.7991,478500.0
1228,-117.14,34.07,3.0,5542.0,828.0,2506.0,806.0,5.5875,162000.0
1229,-117.14,34.05,5.0,2634.0,359.0,1173.0,372.0,6.746,204100.0
1231,-117.14,33.94,5.0,4873.0,639.0,1947.0,568.0,6.3223,223200.0
1232,-117.14,33.39,17.0,2889.0,587.0,1931.0,510.0,3.8547,208300.0
1233,-117.14,33.23,11.0,4068.0,829.0,918.0,500.0,3.1272,281300.0
1234,-117.14,33.18,11.0,5546.0,974.0,2300.0,970.0,3.7109,199800.0
1235,-117.14,33.16,16.0,1660.0,236.0,733.0,214.0,5.6874,202700.0
1236,-117.14,33.15,17.0,1149.0,182.0,702.0,192.0,5.5696,168400.0
1237,-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5.0346,174600.0
1238,-117.14,33.12,7.0,6126.0,1032.0,2662.0,923.0,4.9005,264000.0
1239,-117.14,33.07,12.0,9302.0,1603.0,4074.0,1504.0,4.3513,199600.0
1240,-117.14,32.96,12.0,5949.0,799.0,2936.0,781.0,6.3721,241500.0
1241,-117.14,32.93,16.0,2412.0,419.0,1612.0,422.0,4.5086,171100.0
1242,-117.14,32.93,14.0,1946.0,463.0,1205.0,390.0,4.2109,171200.0
1243,-117.14,32.93,12.0,1474.0,364.0,1009.0,372.0,4.0521,166700.0
1244,-117.14,32.92,7.0,1308.0,418.0,766.0,390.0,3.2151,106300.0
1245,-117.14,32.92,6.0,3069.0,750.0,1541.0,736.0,3.814,132500.0
1246,-117.14,32.92,15.0,3242.0,595.0,1936.0,593.0,4.9706,184700.0
1247,-117.14,32.91,14.0,3014.0,710.0,2165.0,705.0,3.7837,160300.0
1263,-117.14,32.74,16.0,6075.0,1816.0,2592.0,1634.0,2.5553,178100.0
1282,-117.15,34.22,10.0,1039.0,174.0,317.0,109.0,7.2371,171900.0
1283,-117.15,34.07,15.0,1852.0,316.0,906.0,298.0,5.3526,129800.0
1285,-117.15,34.05,9.0,1442.0,219.0,633.0,230.0,5.0227,162300.0
1288,-117.15,33.7,2.0,6305.0,1265.0,2489.0,1152.0,3.1319,111500.0
1289,-117.15,33.45,4.0,9089.0,1413.0,3886.0,1243.0,4.6904,174200.0
1290,-117.15,33.2,16.0,2690.0,459.0,1253.0,393.0,4.0328,294600.0
1291,-117.15,33.16,5.0,4750.0,962.0,2726.0,905.0,3.5839,158500.0
1292,-117.15,33.14,15.0,1070.0,208.0,470.0,217.0,2.3062,158900.0
1293,-117.15,33.02,4.0,15029.0,2279.0,5613.0,1696.0,7.2731,450400.0
1294,-117.15,32.92,16.0,2969.0,514.0,1594.0,465.0,4.5221,168300.0
1295,-117.15,32.92,16.0,1972.0,402.0,1377.0,413.0,4.4615,168300.0
1296,-117.15,32.91,15.0,1613.0,303.0,702.0,240.0,4.875,169300.0
1297,-117.15,32.91,10.0,2349.0,431.0,1598.0,435.0,4.8229,183200.0
1301,-117.15,32.77,16.0,2056.0,631.0,847.0,569.0,2.9576,92200.0
1306,-117.15,32.75,9.0,2818.0,821.0,851.0,555.0,2.6181,204200.0
1315,-117.16,34.9,16.0,1579.0,327.0,934.0,298.0,2.7305,73800.0
1317,-117.16,34.08,9.0,5306.0,993.0,2630.0,925.0,4.51,135800.0
1318,-117.16,34.06,17.0,2285.0,554.0,1412.0,541.0,1.8152,94300.0
1320,-117.16,33.61,3.0,2744.0,428.0,1223.0,366.0,4.7944,215300.0
1321,-117.16,33.57,2.0,20391.0,3245.0,7132.0,2716.0,3.9443,187300.0
1322,-117.16,33.54,4.0,4952.0,1000.0,2912.0,943.0,3.7538,147500.0
1323,-117.16,33.06,16.0,1988.0,279.0,770.0,252.0,5.8661,404500.0
1324,-117.16,32.91,5.0,1619.0,272.0,1063.0,296.0,6.0891,214600.0
1325,-117.16,32.89,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,189100.0
1328,-117.16,32.81,14.0,4328.0,1100.0,2046.0,1044.0,2.2899,159000.0
1337,-117.16,32.75,19.0,5430.0,1593.0,2496.0,1484.0,2.9112,199100.0
1347,-117.16,32.71,5.0,2508.0,827.0,2066.0,761.0,1.3092,325000.0
1349,-117.17,34.51,15.0,5151.0,942.0,2896.0,897.0,3.4875,90800.0
1350,-117.17,34.49,13.0,4460.0,925.0,2225.0,840.0,2.0136,94100.0
1351,-117.17,34.25,15.0,4236.0,753.0,703.0,255.0,3.5625,165500.0
1352,-117.17,34.12,3.0,15695.0,2248.0,6080.0,1920.0,6.2178,173900.0
1353,-117.17,34.12,2.0,3867.0,573.0,1275.0,433.0,5.4138,164400.0
1354,-117.17,34.08,5.0,1473.0,228.0,842.0,257.0,4.875,138100.0
1359,-117.17,33.83,7.0,77.0,12.0,64.0,15.0,4.6,187500.0
1360,-117.17,33.66,2.0,7401.0,1187.0,2826.0,839.0,4.1386,177300.0
1361,-117.17,33.34,15.0,3313.0,679.0,1022.0,564.0,2.7986,189900.0
1372,-117.17,32.78,17.0,3845.0,1051.0,3102.0,944.0,2.3658,164100.0
1373,-117.17,32.77,6.0,3856.0,875.0,1547.0,816.0,4.5481,164800.0
1384,-117.17,32.71,7.0,2493.0,693.0,951.0,641.0,4.2375,205000.0
1389,-117.17,32.69,19.0,2802.0,802.0,1159.0,597.0,4.7891,334600.0
1390,-117.17,32.68,16.0,5895.0,1424.0,873.0,522.0,7.3669,187500.0
1392,-117.18,34.54,5.0,3772.0,619.0,2097.0,635.0,3.8194,98500.0
1395,-117.18,34.07,7.0,1347.0,301.0,799.0,276.0,2.9485,112500.0
1397,-117.18,34.07,14.0,1258.0,245.0,752.0,264.0,3.3924,97400.0
1403,-117.18,33.78,7.0,1697.0,424.0,808.0,354.0,1.3417,169300.0
1404,-117.18,33.51,13.0,270.0,42.0,120.0,42.0,6.993,500001.0
1405,-117.18,33.16,15.0,5923.0,1206.0,3943.0,1006.0,3.1793,159900.0
1406,-117.18,33.15,7.0,6225.0,1683.0,5410.0,1580.0,2.32,117500.0
1407,-117.18,33.11,16.0,3470.0,601.0,1197.0,552.0,5.1814,279900.0
1408,-117.18,32.95,4.0,19001.0,2688.0,8980.0,2441.0,6.3237,260900.0
1415,-117.18,32.81,19.0,6823.0,1509.0,3784.0,1509.0,3.1032,179500.0
1417,-117.18,32.8,10.0,3821.0,631.0,1605.0,609.0,5.5454,217100.0
1421,-117.18,32.77,16.0,2374.0,780.0,913.0,705.0,2.7386,87500.0
1422,-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,158900.0
1432,-117.19,34.27,16.0,7961.0,1147.0,879.0,280.0,5.2146,255200.0
1433,-117.19,34.1,5.0,2167.0,384.0,1174.0,358.0,4.0114,97700.0
1434,-117.19,34.08,5.0,4458.0,751.0,2392.0,773.0,4.5938,126500.0
1444,-117.19,33.9,3.0,21060.0,3366.0,9623.0,2812.0,4.189,143000.0
1446,-117.19,33.69,3.0,6484.0,1037.0,3295.0,1074.0,4.5881,136400.0
1447,-117.19,33.53,6.0,108.0,18.0,43.0,17.0,3.475,187500.0
1448,-117.19,33.41,16.0,3031.0,554.0,1301.0,518.0,4.0882,296100.0
1449,-117.19,33.34,15.0,3310.0,488.0,1104.0,460.0,6.1009,314400.0
1450,-117.19,33.18,7.0,3561.0,722.0,1921.0,657.0,4.1128,209700.0
1451,-117.19,32.86,19.0,3716.0,563.0,1788.0,587.0,5.2113,267400.0
1452,-117.19,32.86,18.0,4231.0,728.0,2030.0,720.0,6.1805,272400.0
1453,-117.19,32.85,15.0,2895.0,498.0,1164.0,443.0,5.102,417500.0
1461,-117.19,32.8,16.0,2593.0,794.0,1235.0,684.0,3.1304,166300.0
1464,-117.19,32.77,14.0,3575.0,992.0,1645.0,839.0,2.4397,140600.0
1471,-117.2,34.52,12.0,4476.0,761.0,2255.0,735.0,3.925,118500.0
1472,-117.2,34.5,10.0,4201.0,850.0,2378.0,808.0,2.1781,92200.0
1473,-117.2,34.48,7.0,4998.0,953.0,2764.0,891.0,3.205,101900.0
1474,-117.2,34.46,7.0,8414.0,1584.0,5146.0,1517.0,3.2794,92500.0
1475,-117.2,34.26,17.0,9419.0,1455.0,1382.0,459.0,6.2233,230900.0
1477,-117.2,34.15,18.0,1859.0,251.0,747.0,256.0,7.732,173200.0
1478,-117.2,34.14,18.0,1920.0,333.0,890.0,323.0,5.159,144800.0
1479,-117.2,34.14,14.0,2647.0,524.0,989.0,479.0,3.1513,160000.0
1480,-117.2,34.13,14.0,3998.0,711.0,1509.0,665.0,3.4138,126700.0
1484,-117.2,33.83,14.0,1265.0,230.0,621.0,173.0,3.6618,161300.0
1485,-117.2,33.72,8.0,5528.0,1073.0,1674.0,918.0,2.5335,110100.0
